frequency,name,type
1,Fothergill,last_name
1,Friday,last_name
1,Fried,last_name
1,Frisch,last_name
1,Gagnon,last_name
1,Gaines,last_name
1,Gearin,last_name
1,Genewich,last_name
1,Gerner,last_name
1,Gray,last_name
1,Green,last_name
1,Griesenbeck,last_name
1,Haid,last_name
1,Hamby,last_name
1,Harriss,last_name
1,Hendrick,last_name
1,Hitt,last_name
1,Holloway,last_name
1,Hubbell,last_name
1,Hulvey,last_name
1,Irwin,last_name
1,Keefe,last_name
1,Kenna,last_name
1,Ketchum,last_name
1,Kimmick,last_name
1,Kircher,last_name
1,Lacy,last_name
1,Lamar,last_name
1,Leach,last_name
1,Lennon,last_name
1,Lovelace,last_name
1,Lucey,last_name
1,Lutzke,last_name
1,Malone,last_name
1,McIlree,last_name
1,Menze,last_name
1,Miner,last_name
1,Mizeur,last_name
1,Myatt,last_name
1,Nichols,last_name
1,O'Doul,last_name
1,Ogden,last_name
1,Patterson,last_name
1,Pickup,last_name
1,Pierce,last_name
1,Pratt,last_name
1,Price,last_name
1,Rego,last_name
1,Richbourg,last_name
1,Riconda,last_name
1,Rigney,last_name
1,Rommel,last_name
1,Sand,last_name
1,Sell,last_name
1,Shepardson,last_name
1,Sherling,last_name
1,Sicking,last_name
1,Simon,last_name
1,Skinner,last_name
1,Speece,last_name
1,Statz,last_name
1,Swartz,last_name
1,Tavener,last_name
1,Turgeon,last_name
1,Vedder,last_name
1,Vines,last_name
1,Warwick,last_name
1,Wigington,last_name
1,Winn,last_name
1,Wirts,last_name
1,Youngs,last_name
1,Bass,last_name
1,Batchelder,last_name
1,Bauer,last_name
1,Bedgood,last_name
1,Bengough,last_name
1,Blume,last_name
1,Bowles,last_name
1,Bratcher,last_name
1,Burrus,last_name
1,Callaway,last_name
1,Clanton,last_name
1,Clarkson,last_name
1,Clowers,last_name
1,Collard,last_name
1,Connally,last_name
1,Courtney,last_name
1,Cousineau,last_name
1,Cuyler,last_name
1,Doran,last_name
1,Doyle,last_name
1,Emery,last_name
1,Fullerton,last_name
1,Giard,last_name
1,Glass,last_name
1,Goebel,last_name
1,Goldsmith,last_name
